ID_point,Point_name,Date ,Decimale_date,Collecting_campaign,Year,Coordinates_X,Coordinates_X_UTM_31,Coordinates_Y,Coordinates_Y_UTM_31,Altitude_asl,Profondeur_cm,Profondeur_approximative,Color,Hcl,Hcl_rough,Humidity,Hydromorphy,Hydromorphy_intensity,Texture,Surface_structure,Average_surface_stability_6,Flapping_crust,Compactness,Rough_approximate_elements_%,Comments,Parcel_code,zone,EC_1_5_mS_cm,EC_mS_cm,pH,Ca_ppm,Na_ppm,NO3_ppm,K_ppm
JP19B34,B34,21/05/2019,43606,JP19,2019,"3,173111","514054,40","43,242408","4787748,91","-0,138",230-340,285,"2,5Y5/3",,,3,0,,sandy loam,,,,,,,1,B,,,,,,,
JP19B34,B34,21/05/2019,43606,JP19,2019,"3,173111","514054,40","43,242408","4787748,91","-0,988",340-400,370,5Y5/2,,,3,1,M,clay loam,,,,,,,1,B,"1,051","7,08374","8,34",100,,,
JP19B34,B34,21/05/2019,43606,JP19,2019,"3,173111","514054,40","43,242408","4787748,91","-1,438",400-430,415,Gley2 3-5PB,,,3,1,F,sand,,,,,,,1,B,"1,265","8,5261","8,12",180,,,
JP19E34,E34,23/05/2019,43608,JP19,2019,"3,059882","504870,80","43,127286","4774951,59","31,071",0-20,10,10YR6/3,3,,1,11,M,sandy clay loam,polyhedral subangular ,"1,83333333333333",,,30,"Horizon very compact at about 40cm, Vine with a little mortality, the earth is a little ochre in colour.",1,E,"0,254","1,71196","8,27",85,,,
JP19E34,E34,23/05/2019,43608,JP19,2019,"3,059882","504870,80","43,127286","4774951,59","30,821",30-40,35,10YR8/1,3,,"0,5",0,,clay,,,,,,,1,E,"0,242","1,63108","8,27",82,,,
JP19E35,E35,23/05/2019,43608,JP19,2019,"3,046372","503772,03","43,125094","4774707,47","0,507",0-20,10,10YR3/2,2,,3,0,,silty clay,,,,,0,"Sample taken in a very wet area close to ponds and a canal, It was not possible to bring up material for the last samples, It is rather low vegetation. ",2,E,"8,08","54,4592","8,17",110,,,
JP19E35,E35,23/05/2019,43608,JP19,2019,"3,046372","503772,03","43,125094","4774707,47","0,257",30-40,35,10YR6/3,2,,3,0,,silty clay,,,,,,,2,E,"9,95","67,063","7,85",160,,,
JP19E36,E36,23/05/2019,43608,JP19,2019,"3,032717","502661,11","43,129396","4775184,68","1,963",0-20,10,10YR4/4,3,,1,0,,silty clay,lumpy little agregates,"3,5",,,0,"Salt meadows according to the farmer, today it is used for hay, before there were vines",2,E,"1,001","6,74674","8,16",140,,,
JP19E36,E36,23/05/2019,43608,JP19,2019,"3,032717","502661,11","43,129396","4775184,68","1,713",30-40,35,10YR5/4,3,,1,0,,silty clay,,,,,,,2,E,"0,49","3,3026","8,19",89,,,
JP19E36,E36,23/05/2019,43608,JP19,2019,"3,032717","502661,11","43,129396","4775184,68","1,313",70-80,75,10YR6/4,3,,2,10,M,clay loam,,,,,,,2,E,"0,359","2,41966","8,28",76,,,
JP19E36,E36,23/05/2019,43608,JP19,2019,"3,032717","502661,11","43,129396","4775184,68","1,013",90-120,105,10YR6/4,3,,2,10,M,silty clay,,,,,,,2,E,"0,295","1,9883","8,24",68,,,
JP19E37,E37,23/05/2019,43608,JP19,2019,"3,032845","502671,11","43,138744","4776222,79","1,792",0-20,10,10YR5/4,3,,1,0,,silty clay,polyhedral sub-angular pluri-centimetric ,"5,66666666666667",,,0,"Point made in wasteland where there was a big round of salt, Between 90-100 there is a very red clay that is no longer found afterwards, (5YR4/4), the end of the profile is more sandy.",2,E,"0,39","2,6286","8,27",120,,,
JP19E37,E37,23/05/2019,43608,JP19,2019,"3,032845","502671,11","43,138744","4776222,79","1,542",30-40,35,10YR6/4,3,,1,10,P,silty clay,,,,,,,2,E,"0,405","2,7297","8,24",67,,,
JP19E37,E37,23/05/2019,43608,JP19,2019,"3,032845","502671,11","43,138744","4776222,79","1,142",70-80,75,10YR5/4,3,,1,10,F,silty clay,,,,,,,2,E,"0,775","5,2235","8,25",61,,,
JP19E37,E37,23/05/2019,43608,JP19,2019,"3,032845","502671,11","43,138744","4776222,79","0,842",90-120,105,10YR5/4,3,,2,10,F,silty clay loam,,,,,,,2,E,"0,55","3,707","8,26",50,,,
JP19E38,E38,23/05/2019,43608,JP19,2019,"3,039686","503227,27","43,142134","4776599,5","0,989",0-20,10,10YR6/4,3,,1,0,,silty clay,,"5,5",,,0,"Wasteland, the vegetation was burnt",2,E,"0,615","4,1451","8,36",53,,,
JP19E38,E38,23/05/2019,43608,JP19,2019,"3,039686","503227,27","43,142134","4776599,50","0,739",30-40,35,10YR5/4,3,,1,10,P,silty clay,,,,,,,2,E,"1,189","8,01386","8,46",51,,,
JP19E38,E38,23/05/2019,43608,JP19,2019,"3,039686","503227,27","43,142134","4776599,5","0,339",70-80,75,10YR5/4,3,,1,0,,silty clay,,,,,,,2,E,"2,46","16,5804","8,2",56,,,
JP19E38,E38,23/05/2019,43608,JP19,2019,"3,039686","503227,27","43,142134","4776599,50","0,039",90-120,105,10YR6/3,3,,1,0,,silty clay,,,,,,,2,E,3,"20,22",8,62,,,
JP19E39,E39,23/05/2019,43608,JP19,2019,"3,026128","502125,31","43,125556","4774758,06","0,886",0-20,10,10YR4/3,3,,1,10,P,silty clay,lumpy ,,,,0,"Natural zone of Le Grand Castelou, the vegetation is low, green, The surface is rich in organic matter, presence of earthworms, The zone was wet I could not make stability, 60-70 there is a small sandy horizon",2,E,"0,564","3,80136","8,14",120,,,
JP19E39,E39,23/05/2019,43608,JP19,2019,"3,026128","502125,31","43,125556","4774758,06","0,636",30-40,35,10YR5/3,3,,1,10,M,silty clay,,,,,,,2,E,"0,482","3,24868","8,24",73,,,
JP19E39,E39,23/05/2019,43608,JP19,2019,"3,026128","502125,31","43,125556","4774758,06","0,236",70-80,75,10YR5/3,3,,1,11,P,silty clay,,,,,,,2,E,"0,631","4,25294","8,4",29,,,
JP19E39,E39,23/05/2019,43608,JP19,2019,"3,026128","502125,31","43,125556","4774758,06","-0,064",90-120,105,10YR6/4,3,,"2,5",11,M,silty clay,,,,,,,2,E,"0,612","4,12488","8,56",22,,,
JP19E40,E40,23/05/2019,43608,JP19,2019,"3,029277","502381,43","43,126223","4774832,22","2,112",0-20,10,10YR5/3,3,,1,10,M,silty clay,poly-angular pluri-centimetric ,,,,0,"Nothing really dry in the area so I didn't do any stability, relatively high vegetation, reed type.",2,E,"0,367","2,47358","8,26",110,,,
JP19E40,E40,23/05/2019,43608,JP19,2019,"3,029277","502381,43","43,126223","4774832,22","1,862",30-40,35,10YR5/4,3,,1,10,M,silty clay,,,,,,,2,E,"0,302","2,03548","8,09",110,,,
JP19E40,E40,23/05/2019,43608,JP19,2019,"3,029277","502381,43","43,126223","4774832,22","1,462",70-80,75,10YR5/4,3,,2,10,M,silty clay,,,,,,,2,E,"0,284","1,91416","8,25",89,,,
JP19E40,E40,23/05/2019,43608,JP19,2019,"3,029277","502381,43","43,126223","4774832,22","1,162",90-120,105,10YR5/4,3,,3,11,M,clay,,,,,,,2,E,"0,293","1,97482","8,22",88,,,
JP19E41,E41,23/05/2019,43608,JP19,2019,"3,0193762","501576,10","43,1257927","4774784,2","0,724",0-20,10,10YR4/3,3,,1,11,M,silty clay,massive,,,,,"Temporal oxidation is predominant, wetland no stability test, salt patches, low vegetation, fields for the horses.",2,E,"2,39","16,1086","8,4",42,,,
JP19E41,E41,23/05/2019,43608,JP19,2019,"3,0193762","501576,10","43,1257927","4774784,20","0,474",30-40,35,10YR5/3,3,,1,11,M,silty clay,,,,,,,2,E,"1,747","11,77478","8,35",38,,,
JP19E41,E41,23/05/2019,43608,JP19,2019,"3,0193762","501576,10","43,1257927","4774784,2","0,074",70-80,75,10YR5/3,3,,2,11,M,silty clay,,,,,,,2,E,"4,02","27,0948","8,21",46,,,
JP19E41,E41,23/05/2019,43608,JP19,2019,"3,0193762","501576,10","43,1257927","4774784,20","-0,226",90-120,105,10YR5/3,3,,3,11,M,sandy loam,,,,,,,2,E,"3,63","24,4662",,,,,
JP19G6,G6,24/05/2019,43609,JP19,2019,"3,09201","507477,44","43,181791","4781006,81","43,652",0-20,10,10YR4/4,3,,1,0,,sandy loam,sub-angular,"1,33333333333333",,,15,Plot of vines cultivated and worked mechanically and chemically without any apparent problems.,1,G,"0,307","2,06918",,,,,
JP19G6,G6,24/05/2019,43609,JP19,2019,"3,09201","507477,44","43,181791","4781006,81","43,402",30-40,35,10YR4/4,3,,1,0,,sandy loam,,,,,,,1,G,"0,257","1,73218","8,13",100,,,
JP19G6,G6,24/05/2019,43609,JP19,2019,"3,09201","507477,44","43,181791","4781006,81","43,002",70-80,75,10YR4/4,3,,1,0,,sandy clay loam,,,,,,,1,G,"0,233","1,57042","8,29",83,,,
JP19G6,G6,24/05/2019,43609,JP19,2019,"3,09201","507477,44","43,181791","4781006,81","42,702",90-120,105,10YR4/4,3,,1,0,,sandy clay loam,,,,,,,1,G,"0,254","1,71196","8,27",78,,,
JP19G7,G7,24/05/2019,43609,JP19,2019,"3,090563","507359,72","43,182842","4781123,39","45,257",0-20,10,10YR4/4,2,,1,11,F,silty clay,sub-angular,2,,,15,"The point is not very far from the previous one the vine seems healthy, The point is located on the slope, At 100cm the auger is blocked, Oxydo-reduction very strong all along.",1,G,"0,828","5,58072","8,01",260,,,
JP19G7,G7,24/05/2019,43609,JP19,2019,"3,090563","507359,72","43,182842","4781123,39","45,007",30-40,35,10YR4/4,1,,1,11,F,silty clay,,,,,,,1,G,"0,872","5,87728","7,99",520,,,
JP19G7,G7,24/05/2019,43609,JP19,2019,"3,090563","507359,72","43,182842","4781123,39","44,607",70-80,75,10YR4/4,0,,1,11,F,silty clay,,,,,,,1,G,"1,94","13,0756","7,98",600,,,
JP19G7,G7,24/05/2019,43609,JP19,2019,"3,090563","507359,72","43,182842","4781123,39","44,407",90-100,95,10YR6/4,1,,1,11,F,silty clay,,,,,,,1,G,"1,851","12,47574","7,98",600,,,
JP19G8,G8,24/05/2019,43609,JP19,2019,"3,090729","507372,94","43,185056","4781369,28","30,871",0-20,10,10YR5/4,3,,1,0,,clay loam,sub-angular,"1,66666666666667",,,15,"Vineyards trellised mechanical and chemical work, No mortality, very close to the village of Armissan",1,G,"0,257","1,73218","8,23",77,,,
JP19G8,G8,24/05/2019,43609,JP19,2019,"3,090729","507372,94","43,185056","4781369,28","30,621",30-40,35,10YR5/4,3,,1,10,P,clay loam,,,,,,,1,G,"0,265","1,7861","8,29",94,,,
JP19G8,G8,24/05/2019,43609,JP19,2019,"3,090729","507372,94","43,185056","4781369,28","30,221",70-80,75,10YR4/3,3,,1,0,,clay,,,,,,,1,G,"0,317","2,13658","8,21",91,,,
JP19G8,G8,24/05/2019,43609,JP19,2019,"3,090729","507372,94","43,185056","4781369,28","29,921",90-120,105,10YR4/3,3,,1,10,P,clay,,,,,,,1,G,"0,349","2,35226","8,14",91,,,
JP19G9,G9,24/05/2019,43609,JP19,2019,"3,06945","505643,30","43,189787","4781893,01","25,484",0-20,10,10YR5/6,2,,1,0,,sandy loam,sub-angular,"1,5",,,30,"Difficult to go further down in this plot because of the coarse elements, but the plot was located in the heights and did not seem to have a salt problem, it will be necessary to see with the analyses if it is necessary to re-sample it, the plot was worked mechanically and chemically.",1,G,"0,25","1,685","8,27",84,,,
JP19G9,G9,24/05/2019,43609,JP19,2019,"3,06945","505643,30","43,189787","4781893,01","25,234",30-40,35,10YR5/6,2,,1,0,,sandy loam,,,,,,,1,G,"0,281","1,89394","8,27",81,,,
JP19G10,G10,24/05/2019,43609,JP19,2019,"3,076736","506237,11","43,172431","4779966,11","36,384",0-20,10,10YR5/4,3,,1,0,,clay,sub-angular,"4,16666666666667",,,35,"Low mortality vine, very light soil",1,G,"0,275","1,8535","8,24",96,,,
JP19G10,G10,24/05/2019,43609,JP19,2019,"3,076736","506237,11","43,172431","4779966,11","36,184",30-40,35,10YR5/4,3,,1,0,,clay,,,,,,,1,G,"0,249","1,67826","8,16",91,,,
JP19G10,G10,24/05/2019,43609,JP19,2019,"3,076736","506237,11","43,172431","4779966,11","35,734",70-80,75,10YR6/4,3,,1,0,,silty clay,,,,,,,1,G,"0,23","1,5502","8,29",87,,,
JP19G10,G10,24/05/2019,43609,JP19,2019,"3,076736","506237,11","43,172431","4779966,11","35,434",90-120,105,10YR4/3,3,,1,0,,silty clay,,,,,,,1,G,"0,246","1,65804","8,28",91,,,
JP19G11,G11,24/05/2019,43609,JP19,2019,"3,072087","505859,35","43,17119","4779827,96","26,249",0-20,10,10YR4/4,3,,1,0,,clay loam,angular ,"3,66666666666667",,,15,"Vine with quite a lot of mortality, there is also a large area of vines and the first vines after this one seem to be weaker.",1,G,"0,316","2,12984","8,08",120,,,
JP19G11,G11,24/05/2019,43609,JP19,2019,"3,072087","505859,35","43,17119","4779827,96","25,999",30-40,35,10YR4/6,3,,1,0,,clay loam,,,,,,,1,G,"0,244","1,64456","8,25",90,,,
JP19G11,G11,24/05/2019,43609,JP19,2019,"3,072087","505859,35","43,17119","4779827,96","25,599",70-80,75,10YR5/4,3,,1,0,,sandy clay,,,,,,,1,G,"0,223","1,50302","8,24",77,,,
JP19G11,G11,24/05/2019,43609,JP19,2019,"3,072087","505859,35","43,17119","4779827,96","25,299",90-120,105,10YR4/4,3,,1,0,,sandy clay,,,,,,,1,G,"0,213","1,43562","8,2",83,,,
JP19E42,E42,24/05/2019,43609,JP19,2019,"3,054233","504408,07","43,172286","4779948,58","2,024",0-20,10,10YR5/4,3,,1,0,,silty clay,sub-angular,5,,,10,"Abandoned meadow in the middle of a canal system that seems to be used for tourist boat trips, large desiccation slit, low and poor vegetation",2,E,"0,359","2,41966","8,26",86,,,
JP19E42,E42,24/05/2019,43609,JP19,2019,"3,054233","504408,07","43,172286","4779948,58","1,774",30-40,35,10YR6/4,3,,1,0,,silty clay,,,,,,,2,E,"0,657","4,42818","8,35",75,,,
JP19E42,E42,24/05/2019,43609,JP19,2019,"3,054233","504408,07","43,172286","4779948,58","1,374",70-80,75,10YR4/4,3,,1,10,P,silty clay,,,,,,,2,E,"1,325","8,9305","8,16",72,,,
JP19E42,E42,24/05/2019,43609,JP19,2019,"3,054233","504408,07","43,172286","4779948,58","1,074",90-120,105,10YR4/4,3,,1,10,M,silty clay,,,,,,,2,E,"1,93","13,0082","8,09",100,,,
JP19E43,E43,27/05/2019,43612,JP19,2019,"3,028632","502328,44","43,139949","4776356,48","2,086",0-20,10,10YR4/3,3,,1,10,P,silty clay,sub-angular,"2,16666666666667",,,0,"Young vines, mechanically and chemically worked, no mortality problem according to a farm employee e no salt problem, the plot is close to the railway.",1,E,"0,372","2,50728","8,17",98,,,
JP19E43,E43,27/05/2019,43612,JP19,2019,"3,028632","502328,44","43,139949","4776356,48","1,836",30-40,35,10YR5/4,3,,1,10,P,silty clay,,,,,,,1,E,"0,295","1,9883","8,2",83,,,
JP19E43,E43,27/05/2019,43612,JP19,2019,"3,028632","502328,44","43,139949","4776356,48","1,436",70-80,75,10YR5/4,3,,"1,5",10,P,silty clay,,,,,,,1,E,"0,393","2,64882","8,26",40,,,
JP19E43,E43,27/05/2019,43612,JP19,2019,"3,028632","502328,44","43,139949","4776356,48","1,136",90-120,105,10YR5/4,3,,"1,5",11,P,silty clay,,,,,,,1,E,"0,338","2,27812","8,39",32,,,
JP19E44,E44,27/05/2019,43612,JP19,2019,"3,0205616","501672,00","43,1449081",4776907,"0,534",0-20,10,10YR4/3,3,,1,10,P,sandy clay,sub-angular,2,,,10,"Areas without cultivation, probably former vineyard plots, they are herbaceous, dry, considerable reduction at the bottom of the profile.",1,E,"1,696","11,43104","8,17",130,,,
JP19E44,E44,27/05/2019,43612,JP19,2019,"3,0205616","501672,00","43,1449081","4776907,00","0,284",30-40,35,10YR4/3,3,,1,10,P,clay,,,,,,,1,E,2,"13,48","8,15",110,,,
JP19E44,E44,27/05/2019,43612,JP19,2019,"3,0205616","501672,00","43,1449081",4776907,"-0,116",70-80,75,10YR5/3,3,,1,10,M,silty clay,,,,,,,1,E,"2,05","13,817","8,13",82,,,
JP19E44,E44,27/05/2019,43612,JP19,2019,"3,0205616","501672,00","43,1449081","4776907,00","-0,416",90-120,105,10YR5/2,2,,1,11,M,silty clay,,,,,,,1,E,"2,26","15,2324","8,12",66,,,
JP19E45,E45,27/05/2019,43612,JP19,2019,"3,014228","501157,00","43,143422","4776741,86",,0-20,10,"7,5YR4/4",2,,1,0,,sandy clay,sub-angular (1 cm),"1,66666666666667",,,40,"There's a bit of mortality, the sampling couldn't go on because the field was much too stony, stopped at 60 cm",1,E,"0,268","1,80632","8,09",91,,,
JP19E45,E45,27/05/2019,43612,JP19,2019,"3,014228","501157,00","43,143422","4776741,86",,30-40,35,"7,5YR4/4",1,,1,0,,sandy clay,,,,,,,1,E,"0,255","1,7187","8,27",98,,,
JP19E46,E46,27/05/2019,43612,JP19,2019,"3,007976","500648,42","43,160202","4778605,24","5,619",0-20,10,10YR4/4,3,,1,0,,sandy clay,,"4,66666666666667",,,50,"The rows and inter-rows are very grassy, there is a drip irrigation system, the coarse elements have blocked too much the descent of the blow the sampling was carried out on the surface.",1,E,"0,27","1,8198","8,2",96,,,
JP19E47,E47,27/05/2019,43612,JP19,2019,"3,014105","501146,51","43,169651","4779654,63","3,705",0-20,10,10YR3/3,3,,1,0,,sandy clay loam,sub-angular,"1,83333333333333",,,30,"Descent hampered by coarse elements, the vine is in good form, there is a mechanical and chemical work",1,E,"0,3","2,022","7,96",120,,,
JP19E47,E47,27/05/2019,43612,JP19,2019,"3,014105","501146,51","43,169651","4779654,63","3,455",30-40,35,10YR3/3,3,,1,0,,sandy clay loam,,,,,,,1,E,"0,406","2,73644",8,120,,,
JP19E48,E48,27/05/2019,43612,JP19,2019,"3,022163","501801,82","43,158513","4778417,88","0,691",0-20,10,10YR4/2,3,,1,11,F,silty clay,sub-angular (mm to cm),"2,16666666666667",,,0,"It is a hunting reserve with very little vegetation on the ground which is very dry, there are big desiccation cracks, there are ditches around, it may be old abandoned vineyards.",2,E,"2,26","15,2324","7,92",84,,,
JP19E48,E48,27/05/2019,43612,JP19,2019,"3,022163","501801,82","43,158513","4778417,88","0,441",30-40,35,10YR4/2,3,,1,11,F,silty clay,,,,,,,2,E,"3,11","20,9614","8,12",81,,,
JP19E48,E48,27/05/2019,43612,JP19,2019,"3,022163","501801,82","43,158513","4778417,88","0,041",70-80,75,10YR4/2,3,,1,11,F,silty clay,,,,,,,2,E,"2,76","18,6024","8,2",56,,,
JP19E48,E48,27/05/2019,43612,JP19,2019,"3,022163","501801,82","43,158513","4778417,88","-0,259",90-120,105,10YR4/2,3,,1,11,F,silty clay,,,,,,,2,E,"3,04","20,4896",,,,,
JP19E49,E49,27/05/2019,43612,JP19,2019,"3,040266","503273,25","43,164449","4779077,63","1,328",0-20,10,10YR5/4,3,,1,10,P,silty clay,,"1,6",,,0,"It is a beautiful vine trellised there is no or little mortality, it is worked mechanically and chemically, we find water before 1m20",1,E,"0,269","1,81306","8,3",89,,,
JP19E49,E49,27/05/2019,43612,JP19,2019,"3,040266","503273,25","43,164449","4779077,63","1,078",30-40,35,10YR5/4,3,,1,10,P,silty clay,,,,,,,1,E,"0,304","2,04896","8,29",91,,,
JP19E49,E49,27/05/2019,43612,JP19,2019,"3,040266","503273,25","43,164449","4779077,63","0,678",70-80,75,10YR5/3,3,,1,11,M,silty clay,,,,,,,1,E,"0,285","1,9209","8,22",76,,,
JP19E49,E49,27/05/2019,43612,JP19,2019,"3,040266","503273,25","43,164449","4779077,63","0,378",90-120,105,10YR5/3,3,,"2,5",11,M,silty clay,,,,,,,1,E,"0,25","1,685","8,41",59,,,
JP19G12,G12,27/05/2019,43612,JP19,2019,"3,063041","505124,65","43,164367","4779069,66","28,673",0-20,10,10YR6/6,2,,0,0,,sandy loam,,"3,66666666666667",,,30,"It is not possible to go below 80 centimetres, there is mortality, there is mechanical work every other row, the vines are goblet shaped, oxidation at the bottom of the profile is not sure, we should check. ",1,G,"0,245","1,6513","8,42",83,,,
JP19G12,G12,27/05/2019,43612,JP19,2019,"3,063041","505124,65","43,164367","4779069,66","28,423",30-40,35,10YR6/6,2,,1,10,M,sandy loam,,,,,,,1,G,"0,242","1,63108","8,21",83,,,
JP19G12,G12,27/05/2019,43612,JP19,2019,"3,063041","505124,65","43,164367","4779069,66","28,023",70-80,75,10YR5/8,2,,1,10,F,sandy loam,,,,,,,1,G,"0,235","1,5839","8,28",70,,,
JP19E50,E50,28/05/2019,43613,JP19,2019,"3,061502","504999,05","43,170393","4779738,77","4,423",0-20,10,10YR5/3,2,,1,10,P,clay,,"3,66666666666667",,,0,"We met the manager of the Mousan domain, it's a dynamic agriculture, some feet seem weak.",1,E,"0,301","2,02874","8,2",110,,,
JP19E50,E50,28/05/2019,43613,JP19,2019,"3,061502","504999,05","43,170393","4779738,77","4,273",30-40,35,10YR4/3,2,,1,0,,clay,,,,,,,1,E,"0,23","1,5502","8,25",88,,,
JP19E50,E50,28/05/2019,43613,JP19,2019,"3,061502","504999,05","43,170393","4779738,77","3,873",70-80,75,10YR4/3,2,,1,0,,silty clay,,,,,,,1,E,"0,243","1,63782","8,28",83,,,
JP19E50,E50,28/05/2019,43613,JP19,2019,"3,061502","504999,05","43,170393","4779738,77","3,573",90-120,105,10YR4/3,2,,1,10,M,silty clay,,,,,,,1,E,"0,252","1,69848","8,32",81,,,
JP19E51,E51,28/05/2019,43613,JP19,2019,"3,06049","504916,80","43,170379","4779737,15","3,144",0-20,10,10YR5/4,3,,1,0,,clay,,"3,16666666666667",,,0,"Vineyards, low enough there's some mortality.",1,E,"0,293","1,97482","8,11",120,,,
JP19E51,E51,28/05/2019,43613,JP19,2019,"3,06049","504916,80","43,170379","4779737,15","2,894",30-40,35,10YR4/3,3,,1,10,P,clay,,,,,,,1,E,"0,249","1,67826","8,38",96,,,
JP19E51,E51,28/05/2019,43613,JP19,2019,"3,06049","504916,80","43,170379","4779737,15","2,494",70-80,75,10YR5/3,3,,1,10,,silty clay,,,,,,,1,E,"0,322","2,17028","8,28",94,,,
JP19E51,E51,28/05/2019,43613,JP19,2019,"3,06049","504916,80","43,170379","4779737,15","2,194",90-120,105,10YR5/3,3,,1,11,,silty clay,,,,,,,1,E,"0,353","2,37922","8,31",90,,,
JP19E52,E52,28/05/2019,43613,JP19,2019,"3,058729","504773,62","43,170835","4779787,69","2,264",0-20,10,10YR5/4,3,,1,0,,clay,,"2,5",,,0,"Area next to the vines, abandoned, no more cultivation, presence of drains, particularly in terracotta which rise to the surface, changing clay pass from 2m40, a grayer clay, there is an enrichment of clay with depth, it is probably a captive aquifer which is below, it is blocked by these horizons very rich in clay.",1,E,"0,274","1,84676","8,22",91,,,
JP19E52,E52,28/05/2019,43613,JP19,2019,"3,058729","504773,62","43,170835","4779787,69","2,014",30-40,35,10YR5/4,3,,1,0,,clay,,,,,,,1,E,"0,289","1,94786","8,28",91,,,
JP19E52,E52,28/05/2019,43613,JP19,2019,"3,058729","504773,62","43,170835","4779787,69","1,614",70-80,75,10YR5/4,2,,1,0,,clay,,,,,,,1,E,"0,849","5,72226","8,1",61,,,
JP19E52,E52,28/05/2019,43613,JP19,2019,"3,058729","504773,62","43,170835","4779787,69","1,314",90-120,105,10YR5/4,2,,1,10,M,clay,,,,,,,1,E,"1,148","7,73752","8,35",55,,,
JP19E52,E52,28/05/2019,43613,JP19,2019,"3,058729","504773,62","43,170835","4779787,69",,180-190,185,"2,5YR5/2",2,,1,10,M,clay,,,,,,,1,E,"1,92","12,9408",,,,,
JP19E52,E52,28/05/2019,43613,JP19,2019,"3,058729","504773,62","43,170835","4779787,69",,200-220,210,"2,5YR5/3",2,,1,0,,clay,,,,,,,1,E,"3,09","20,8266","7,95",400,,,
JP19E52,E52,28/05/2019,43613,JP19,2019,"3,058729","504773,62","43,170835","4779787,69",,250-280,265,,2,,1,0,,silty clay,,,,,,,1,E,"1,99","13,4126",,,,,
JP19E52,E52,28/05/2019,43613,JP19,2019,"3,058729","504773,62","43,170835","4779787,69",,310-330,320,"2,5YR4/3",2,,3,10,F,silty clay,,,,,,,1,E,"1,139","7,67686","8,36",33,,,
JP19E53,E53,28/05/2019,43613,JP19,2019,"3,020166","501640,39","43,123977","4774582,58","0,489",0-20,10,,,,,,,,,,,,0,"On a natural plot close to the pond, covered with salicornia, the soil is very humid, very clayey, we didn't do any analysis on the ground, it was complicated, we just took samples, the water appears at 60cm, the granulometry also changes, the water was captive, it almost came up to the surface, the hydromorphy is very marked along the profile.",2,E,"1,6","10,784","8,45",34,,,
JP19E53,E53,28/05/2019,43613,JP19,2019,"3,020166","501640,39","43,123977","4774582,58","0,239",30-40,35,,,,,,,,,,,,,,2,E,"2,97","20,0178","8,41",37,,,
JP19E53,E53,28/05/2019,43613,JP19,2019,"3,020166","501640,39","43,123977","4774582,58","-0,161",70-80,75,,,,,,,,,,,,,,2,E,"3,7","24,938","8,23",70,,,
JP19E53,E53,28/05/2019,43613,JP19,2019,"3,020166","501640,39","43,123977","4774582,58","-0,461",90-120,105,,,,,,,,,,,,,,2,E,"3,98","26,8252","8,15",90,,,
JP19C16,C16,28/05/2019,43613,JP19,2019,"3,050644","504115,42","43,186306","4781505,34","2,005",0-20,10,10YR4/4,3,,1,0,,silty clay,sub-angular (some cm),"2,66666666666667",,,,"Vine without much mortality, there is a mechanical work plus chemical, it is next to abandoned plots of land, old tile drains.",1,C,"0,374","2,52076","8,21",,,,
JP19C16,C16,28/05/2019,43613,JP19,2019,"3,050644","504115,42","43,186306","4781505,34","1,755",30-40,35,10YR5/4,3,,1,10,P,silty clay,,,,,,,1,C,"0,42","2,8308","8,21",62,,,
JP19C16,C16,28/05/2019,43613,JP19,2019,"3,050644","504115,42","43,186306","4781505,34","1,355",70-80,75,10YR5/3,3,,1,10,M,silty clay,,,,,,,1,C,"0,533","3,59242","8,35",56,,,
JP19C16,C16,28/05/2019,43613,JP19,2019,"3,050644","504115,42","43,186306","4781505,34","1,055",90-120,105,10YR5/3,3,,2,11,P,silty clay,,,,,,,1,C,"0,512","3,45088","8,28",51,,,
JP19C17,C17,28/05/2019,43613,JP19,2019,"3,057623","504681,79","43,196143","4782598,13","2,867",0-20,10,10YR5/4,3,,1,0,,silty clay,,2,,,0,"Plot of vineyard on which we went with the JRL 2019, There are real mortality circles, It is close to abandoned plots of land.",1,C,"0,572","3,85528","8,18",94,,,
JP19C17,C17,28/05/2019,43613,JP19,2019,"3,057623","504681,79","43,196143","4782598,13","2,617",30-40,35,10YR5/4,3,,1,10,P,silty clay,,,,,,,1,C,"0,659","4,44166","8,21",79,,,
JP19C17,C17,28/05/2019,43613,JP19,2019,"3,057623","504681,79","43,196143","4782598,13","2,217",70-80,75,10YR5/4,3,,1,10,M,silty clay,,,,,,,1,C,"0,793","5,34482","8,33",65,,,
JP19C17,C17,28/05/2019,43613,JP19,2019,"3,057623","504681,79","43,196143","4782598,13","1,917",90-120,105,10YR5/3,3,,2,10,M,sandy clay loam,,,,,,,1,C,"0,791","5,33134","8,19",68,,,
JP19C18,C18,29/05/2019,43614,JP19,2019,"3,033195","502696,51","43,208373","4783955,22","4,12",0-20,10,10YR5/4,3,,1,10,P,silty clay,angular ,2,,,0,"Mechanical tillage probably no weed control, Vines trellised in good condition",1,C,"0,347","2,33878","8,35",96,,,
JP19C18,C18,29/05/2019,43614,JP19,2019,"3,033195","502696,51","43,208373","4783955,22","3,78",30-40,35,10YR4/4,3,,1,10,P,silty clay,,,,,,,1,C,"0,501","3,37674","8,16",110,,,
JP19C18,C18,29/05/2019,43614,JP19,2019,"3,033195","502696,51","43,208373","4783955,22","3,47",70-80,75,10YR4/4,3,,1,10,P,silty clay loam,,,,,,,1,C,"0,475","3,2015","8,17",86,,,
